,year,2.0,4.0,6.0,7.5,8.0,10.0,12.0,12.5,14.0,15.0
0,1979,7.914665152006923,6.638699556421073,5.576774315698366,4.985232067510548,4.9098236503299795,4.613247863247863,4.5024342745861725,4.511400519311912,4.230917991993941,4.363112625770854
1,1980,8.145258574056042,6.798482635507951,5.662528399870172,5.177201666125717,4.961092177864329,4.473006599588877,4.5008249486097585,4.542667423996537,4.686587147030184,4.704749540192577
2,1981,8.070769771719139,6.5258168343611365,5.471708319809586,4.963851022395326,4.895569620253165,4.827518121821918,4.506342637671751,4.4405901763496685,4.332535432218976,4.58496970680515
3,1982,7.851211727794006,6.730890944498539,5.754719787947636,5.264105268852104,5.169384939954559,4.742223845071947,4.390241263658984,4.372998485340257,4.352307151357784,4.309085253705507
4,1983,8.267337444552634,7.111151682354213,5.534931840311586,5.092597100508493,4.961781888997078,4.576463269501244,4.452085361895488,4.526344260521475,4.76728334956183,4.6346289083630845
5,1984,7.644988099102022,6.689968083955424,5.469639186411339,4.902926539002489,4.8033782321756995,4.441739694904252,4.2764389267553815,4.157578708211619,4.138726603916477,4.240803851563345
6,1985,8.193078545926646,6.622606296656929,5.4907903278156445,5.107770745428972,5.038109921021312,4.714865303472897,4.697852428865087,4.8111949583468565,4.604741425943957,4.424726820296441
7,1986,7.971221464892351,7.000797901114356,5.717705290490101,5.050294817699881,4.876027804825273,4.480593422049118,4.662677161094883,4.645434382776155,4.573704424970247,4.368860218543762
8,1987,8.129165314291894,6.7881369685167146,5.463431786216595,4.995117927079952,4.892810775722167,4.57094558043925,4.434382776154927,4.455533917559234,4.259196148436655,4.152750730282374
9,1988,8.036973926214431,6.909066320458725,5.599534783079086,5.095126041328573,4.971667748566481,4.6808395542572745,4.7141755923401485,4.7792383425294815,5.0164989721951745,5.065928270042193
10,1989,7.852361246348587,6.84860164448772,5.758628151033214,5.322730715135779,5.153981391323163,4.880166071621767,4.789813913231634,4.749350860110353,4.733487504057124,4.5661176025100065
11,1990,7.992372606296655,6.7485935302390985,5.632640917451043,5.273301417288759,5.193524829600778,4.874188575137942,4.803148328464784,4.865682137834035,4.727510007573298,4.687966569295683
12,1991,7.822243860218545,6.556164124202097,5.499066861408633,5.03328194309207,4.8652223304122035,4.642215730823326,4.550484150167693,4.593016336687223,4.690955317537596,4.642215730823326
13,1992,7.932137834036567,6.94860975873634,5.783917559234015,5.341352915720003,5.2091582819430915,4.7394650005409495,4.595775181218219,4.48932976306394,4.333914854484475,4.321729957805907
14,1993,8.00409769555339,6.6432976306394025,5.650803310613437,5.207778859677593,5.088918641133831,4.761075949367089,4.5741642323920795,4.6026722925457095,4.45829276209023,4.629111219301092
15,1994,7.794655414908579,6.547427783187277,5.550565292653899,5.014429838796927,4.8270583144000865,4.652561397814562,4.71417559234015,4.759926430812506,4.661297738829384,4.786825164989721
16,1995,7.891214973493452,6.529725197446716,5.929216704533158,5.342272530563669,5.14662447257384,4.786135453856972,4.644284864221572,4.673942442929785,4.927066428648707,4.919939413610301
17,1996,8.216988531861949,6.6607703126690465,5.748282484041979,5.2599670020556095,5.152601969057665,4.835334847993075,4.81671264740885,4.77555988315482,4.532091853294385,4.407943849399545
18,1997,7.7544222654982145,6.826300984528832,5.279049010061668,4.874188575137942,4.88384453099643,4.88384453099643,4.674172346640701,4.548644920480363,4.6392269825814125,4.598304122038298
19,1998,7.967083198095856,6.489262144325434,5.142026398355512,4.730958563237045,4.730958563237045,4.771191712647409,4.716244725738396,4.782227090771394,4.920629124743048,5.1328302499188565
20,1999,8.008925673482635,6.5288055826030496,5.5482662555447355,5.243184031158714,5.1392675538245145,4.7394650005409495,4.7394650005409495,4.7921129503407975,4.980174185870389,4.86039435248296
21,2000,8.048928919182082,6.825611273396082,5.613788813155902,5.168005517689061,5.033741750513902,4.670493887266038,4.540368386887374,4.540368386887374,4.688196473006599,4.520136860326733
22,2001,7.851901438926756,6.7800903386346425,5.813575137942227,5.159958887806988,5.048915395434382,4.55071405387861,4.2621848966785665,4.312074001947418,4.596694796061885,4.798780157957372
23,2002,8.142269825814129,6.529265390024882,5.337674456345343,4.885453856972844,4.817172454830682,4.602212485123877,4.676931191171697,4.728429622416963,4.728429622416963,4.894879909120415
24,2003,7.687290381910633,6.237747484582928,5.364343286811642,5.026844639186411,4.902236827869738,4.478064481229038,4.647963323596233,4.693944065779508,4.647963323596233,4.773950557178405
25,2004,7.536013740127664,6.800321865195282,5.773341988531862,5.206399437412095,5.003624364383858,4.614397381802444,4.56335875797901,4.541747809152873,4.4548442064264835,4.604051714811208
26,2005,7.855349994590498,6.750892567348263,5.342042626852752,4.983622741534133,4.922238450719463,4.430704316780266,4.235745969923185,4.22654982148653,4.473926214432543,4.659918316563885
27,2006,7.72361516823542,6.561681813264091,5.705980201233365,4.974656496808395,4.842691766742399,4.634169100941253,4.381045115222331,4.361963107216271,4.235286162501352,3.857324461754841
28,2007,8.065941793789895,6.821702910310505,5.658390133073676,5.099954019257817,5.009831764578599,4.458982473222979,4.1952829168019035,4.172522449421183,4.172522449421183,4.217353673049875
29,2008,8.011684518013631,6.663759060910959,5.636549280536621,5.168925132532727,5.069836633127772,4.851887915179055,4.681069457968192,4.6488829384399,4.35575570702153,4.3444904251866285
30,2009,7.705912582494861,6.825151465974251,5.592867575462511,4.966379963215406,4.855106567131883,4.69141512495943,4.327477550578816,4.327477550578816,4.114586714270258,3.8849129070648054
31,2010,8.105255328356593,6.918492372606296,5.75127123228389,5.018798009304338,4.827748025532835,4.721762414800389,4.644284864221572,4.7077382884344905,4.933503732554365,4.731878178080708
32,2011,7.694417396949043,6.573406902520826,5.463201882505679,4.979714378448555,4.952585740560423,4.8732689602942765,4.778778535107649,4.853727144866386,4.979714378448555,5.085929892891918
33,2012,7.759250243427459,6.348101265822784,5.445269393054204,5.068457210862273,4.989140430596126,4.980404089581304,4.632329871253921,4.519677052904901,4.550943957589527,4.538759060910959
34,2013,7.99398193227307,6.406726712106458,5.6296521692091295,5.003394460672941,4.860624256193876,4.453694687871902,4.208617332035053,4.15183111543871,4.113667099426592,4.138956507627393
35,2014,7.859948068808827,6.935735150925024,5.717935194201016,5.029833387428323,4.987071297197878,4.634169100941253,4.505423022828086,4.505423022828086,4.472086984745213,4.586349129070647
